SpinCore CPMG NMR\NQR Experiment
Spectrometer Frequency (MHz): 29.9016
Spectral Width (kHz): 100.0
Number of Acquisition Points: 12114.0
90 Degree Pulse-Width (us): 1.5
90 Degree Pulse Phase (Degrees): 0.00
Transient Delay (us): 15.00
Tau (ms): 1.00
Points Per Echo: 0.0
Number of Echoes: 60.0
Repetition Delay (s): 
Number of Scans: 100.0
ADC Clock Frequency (MHz): 75.00
Blanking Bit: 2.0
Deblank Delay: 3000.00
Output Amplitude Scaling: 1.00
Bypass FIR: Yes
 
Time (s), Magnitude Data
0.0410700, 125191.6069072
0.0410800, 193842.1083769
0.0410900, 271701.1430414
0.0411000, 36033.6643987
0.0411100, 114034.2551911
0.0411200, 121384.7933516
0.0411300, 85211.8035016
0.0411400, 73821.0812235
0.0411500, 52966.6024019
0.0411600, 33267.2447011
0.0411700, 33765.9523485
0.0411800, 24499.2336615
0.0411900, 70574.4163986
0.0412000, 45466.1241915
0.0412100, 44502.1607228
0.0412200, 48889.5051519
0.0412300, 42625.0039883
0.0412400, 49032.6385380
0.0412500, 54375.3714562
0.0412600, 42932.1176743
0.0412700, 61764.7917830
0.0412800, 70290.5084418
0.0412900, 57735.0214168
0.0413000, 35638.5816918
0.0413100, 50629.2002011
0.0413200, 37738.6521884
0.0413300, 40718.7596324
0.0413400, 31934.2600353
0.0413500, 36170.7755654
0.0413600, 30200.2967701
0.0413700, 12868.2120747
0.0413800, 49926.9751237
0.0413900, 12740.8609207
0.0414000, 30700.3714961
0.0414100, 43128.9196016
0.0414200, 15466.3183079
0.0414300, 49034.4597299
0.0414400, 29937.6536823
0.0414500, 35135.3552138
0.0414600, 45094.5464552
0.0414700, 49776.5472989
0.0414800, 33063.4619482
0.0414900, 44038.5584006
0.0415000, 58426.6928724
0.0415100, 58085.6446035
0.0415200, 58248.2582830
0.0415300, 47876.9672494
0.0415400, 65578.2907524
0.0415500, 56632.4988854
0.0415600, 73580.0218809
0.0415700, 63672.2374980
0.0415800, 79473.1340895
0.0415900, 66930.7765456
0.0416000, 99933.7012474
0.0416100, 80969.2383131
0.0416200, 64451.1152735
0.0416300, 116951.6166797
0.0416400, 124604.3900390
0.0416500, 106264.7153904
0.0416600, 95698.0773893
0.0416700, 128243.7773071
0.0416800, 113745.2354914
0.0416900, 134422.8856780
0.0417000, 123515.9551799
0.0417100, 149385.7960115
0.0417200, 141697.9805431
0.0417300, 159046.5294969
0.0417400, 172280.3280035
0.0417500, 168257.6307036
0.0417600, 162844.9775860
0.0417700, 148745.3257686
0.0417800, 145915.0364082
0.0417900, 162561.3041840
0.0418000, 137478.9453844
0.0418100, 167560.8053723
0.0418200, 114062.9932713
0.0418300, 172697.4973096
0.0418400, 153731.1756053
0.0418500, 161639.2823790
0.0418600, 211861.5041413
0.0418700, 235522.1813800
0.0418800, 279323.3255011
0.0418900, 254727.1360888
0.0419000, 329155.1735367
0.0419100, 359868.7871558
0.0419200, 397259.9794039
0.0419300, 437606.5431881
0.0419400, 479579.8757684
0.0419500, 550532.5700492
0.0419600, 629428.0121547
0.0419700, 729392.4767949
0.0419800, 884593.8074269
0.0419900, 1042150.9284168
0.0420000, 1254547.0505250
0.0420100, 1478494.2895324
0.0420200, 1763887.8583430
0.0420300, 2007142.2161932
0.0420400, 2192659.6125858
0.0420500, 2266735.5862740
0.0420600, 2275520.3796673
0.0420700, 2250085.8809588
0.0420800, 2157016.8309925
0.0420900, 1963919.8765617
0.0421000, 1728774.1577256
0.0421100, 1463568.3440663
0.0421200, 1232590.9109404
0.0421300, 1023196.0579757
0.0421400, 889731.8965194
0.0421500, 796327.7453373
0.0421600, 675872.5601191
0.0421700, 652797.2563093
0.0421800, 566000.4887427
0.0421900, 484624.2700588
0.0422000, 448030.5150556
0.0422100, 376076.6361102
0.0422200, 362493.4993527
0.0422300, 315284.7323294
0.0422400, 300593.0811845
0.0422500, 281720.6760499
0.0422600, 272305.2970932
0.0422700, 233961.3085982
0.0422800, 237161.6264175
0.0422900, 258372.5375674
0.0423000, 230544.7952872
0.0423100, 241429.9720416
0.0423200, 198051.5546619
0.0423300, 195355.5098506
0.0423400, 202459.9085449
0.0423500, 168037.9484313
0.0423600, 169650.4238486
0.0423700, 138621.3774459
0.0423800, 158709.1673282
0.0423900, 132788.8164342
0.0424000, 134763.6822330
0.0424100, 105354.8858146
0.0424200, 129367.6830936
0.0424300, 88042.9416194
0.0424400, 130027.5028907
0.0424500, 100819.3031616
0.0424600, 117084.7264676
0.0424700, 81688.8081992
0.0424800, 80560.1335215
0.0424900, 85817.2643237
0.0425000, 49201.9521970
0.0425100, 104868.3973082
0.0425200, 47556.2125174
0.0425300, 74067.1438223
0.0425400, 77971.6272563
0.0425500, 48842.5401674
0.0425600, 37983.6565512
0.0425700, 80207.3812688
0.0425800, 32332.7802083
0.0425900, 72824.3728775
0.0426000, 54970.6695339
0.0426100, 27170.7974119
0.0426200, 54600.4158409
0.0426300, 21586.2113396
0.0426400, 60057.8975073
0.0426500, 82611.6261067
0.0426600, 14496.0174186
0.0426700, 67692.9796065
0.0426800, 32681.3827431
0.0426900, 44571.6500143
0.0427000, 58461.3672864
0.0427100, 42335.7738562
0.0427200, 45520.9626656
0.0427300, 44616.4207439
0.0427400, 49000.6157614
0.0427500, 62834.3542738
0.0427600, 31732.2450041
0.0427700, 63143.7751485
0.0427800, 31099.3479031
0.0427900, 51977.7472771
0.0428000, 50892.7755679
0.0428100, 47552.4765496
0.0428200, 52710.0898595
0.0428300, 44370.1363532
0.0428400, 53225.9634577
0.0428500, 27562.2294635
0.0428600, 44367.7887662
0.0428700, 56747.5786444
0.0428800, 10245.7145188
0.0428900, 15985.0137629
0.0429000, 24808.7588162
0.0429100, 21608.4114409
0.0429200, 51536.0101871
0.0429300, 22350.3982291
0.0429400, 61166.3804553
0.0429500, 58164.5427731
0.0429600, 73136.8554766
0.0429700, 65678.0705335
0.0429800, 120663.2804212
0.0429900, 108102.6129240
0.0430000, 154988.4794751
0.0430100, 142312.6836582
0.0430200, 170736.2198598
0.0430300, 155984.5732372
0.0430400, 200129.4584738
0.0430500, 220853.6467075
0.0430600, 16525390.1094697
0.0430700, 427138.9929145
0.0430800, 249936.4391720
0.0430900, 249123.0583166
0.0431000, 231522.4930001
0.0431100, 164196.5264066
0.0431200, 186347.8796257
0.0431300, 155486.6111439
0.0431400, 143534.7828786
0.0431500, 117885.6091684
0.0431600, 84736.5265101
0.0431700, 87378.0985831
0.0431800, 79205.3041153
0.0431900, 64788.3910126
0.0432000, 77112.7661156
0.0432100, 55742.5094250
0.0432200, 36242.3078873
0.0432300, 46113.1263308
0.0432400, 64797.1877862
0.0432500, 50775.9425122
0.0432600, 43898.6615400
0.0432700, 48118.9714458
0.0432800, 50405.2040567
0.0432900, 56055.3846209
0.0433000, 45638.4872339
0.0433100, 64876.1448069
0.0433200, 71517.3696384
0.0433300, 64252.7034918
0.0433400, 50212.8580445
0.0433500, 49943.7367945
0.0433600, 89263.1546216
0.0433700, 65407.3371190
0.0433800, 40982.4337979
0.0433900, 39556.4123879
0.0434000, 72489.3009002
0.0434100, 49259.8551561
0.0434200, 72288.4662031
0.0434300, 31768.2516516
0.0434400, 62293.8753009
0.0434500, 61424.0801722
0.0434600, 54831.1312759
0.0434700, 48964.9254977
0.0434800, 65499.3413707
0.0434900, 70762.3086466
0.0435000, 27982.3190604
0.0435100, 81465.1731723
0.0435200, 68485.1870261
0.0435300, 58779.2995025
0.0435400, 49544.5013094
0.0435500, 50735.8739454
0.0435600, 90654.1200663
0.0435700, 70502.1099897
0.0435800, 88118.0681416
0.0435900, 63444.9102529
0.0436000, 88870.1033025
0.0436100, 80980.0102247
0.0436200, 67925.8431306
0.0436300, 78343.4522216
0.0436400, 125979.8785561
0.0436500, 77497.3483482
0.0436600, 97213.5835005
0.0436700, 90695.4885151
0.0436800, 93865.1999678
0.0436900, 146841.8541323
0.0437000, 81663.7957727
0.0437100, 146608.9165262
0.0437200, 98880.0586822
0.0437300, 106325.8783034
0.0437400, 119261.9161216
0.0437500, 139402.6857309
0.0437600, 138638.3083747
0.0437700, 141868.0745552
0.0437800, 155553.9450223
0.0437900, 174542.6207664
0.0438000, 197239.2758555
0.0438100, 196454.3622219
0.0438200, 196461.3024008
0.0438300, 211694.3942220
0.0438400, 218641.5123553
0.0438500, 243765.3505423
0.0438600, 250400.9647366
0.0438700, 268245.8966135
0.0438800, 303507.3388717
0.0438900, 333902.3620297
0.0439000, 352355.0703098
0.0439100, 410690.7887986
0.0439200, 463886.0328755
0.0439300, 501990.1807048
0.0439400, 572601.8383572
0.0439500, 597205.0152569
0.0439600, 674407.6885186
0.0439700, 718963.6742214
0.0439800, 832874.0253328
0.0439900, 950439.5176654
0.0440000, 1139300.0951308
0.0440100, 1360907.0054254
0.0440200, 1637273.5211546
0.0440300, 1872515.3504004
0.0440400, 2076189.3051502
0.0440500, 2174497.4118690
0.0440600, 2217779.5392784
0.0440700, 2241666.1708633
0.0440800, 2176413.0449078
0.0440900, 2004693.4657770
0.0441000, 1789377.4931649
0.0441100, 1534211.0435885
0.0441200, 1294379.9394065
0.0441300, 1091490.1744038
0.0441400, 882257.3133894
0.0441500, 755689.5707928
0.0441600, 653836.3219989
0.0441700, 538842.4781270
0.0441800, 477873.6172180
0.0441900, 442293.0563868
0.0442000, 326581.2420241
0.0442100, 302741.4403084
0.0442200, 315934.7279740
0.0442300, 257169.8306178
0.0442400, 246905.7747907
0.0442500, 253096.0697917
0.0442600, 209273.9971282
0.0442700, 188560.6305144
0.0442800, 184397.6158333
0.0442900, 211508.1092724
0.0443000, 200568.3869033
0.0443100, 144930.2934966
0.0443200, 187540.6852926
0.0443300, 179790.2502918
0.0443400, 160899.0674553
0.0443500, 197947.7770954
0.0443600, 181213.4487945
0.0443700, 170389.3685210
0.0443800, 166694.7264223
0.0443900, 178667.3045999
0.0444000, 141847.0419713
0.0444100, 147925.3658065
0.0444200, 134407.0395664
0.0444300, 116946.6742922
0.0444400, 122663.0364861
0.0444500, 117375.8492408
0.0444600, 101512.3794470
0.0444700, 74674.5899821
0.0444800, 110085.2995863
0.0444900, 77542.3144870
0.0445000, 81365.9657596
0.0445100, 77992.4135862
0.0445200, 83981.5013560
0.0445300, 62726.2943589
0.0445400, 67310.7804516
0.0445500, 46352.0751747
0.0445600, 47506.2696178
0.0445700, 58294.5487846
0.0445800, 47773.0194147
0.0445900, 42390.1154752
0.0446000, 14089.6843471
0.0446100, 55291.8091764
0.0446200, 34295.6341536
0.0446300, 28055.6051441
0.0446400, 27368.2024254
0.0446500, 22528.4180093
0.0446600, 30561.7103252
0.0446700, 9151.7875849
0.0446800, 35817.0782868
0.0446900, 12261.6489103
0.0447000, 16894.3799235
0.0447100, 25774.5884545
0.0447200, 6058.7448370
0.0447300, 16485.1294505
0.0447400, 6010.2034075
0.0447500, 45103.3529685
0.0447600, 12947.3922085
0.0447700, 31082.4270931
0.0447800, 31747.6932233
0.0447900, 19966.3077458
0.0448000, 7676.6746056
0.0448100, 33797.9682969
0.0448200, 10877.0022525
0.0448300, 12673.6581144
0.0448400, 10721.3098080
0.0448500, 19158.9563912
0.0448600, 43531.3134307
0.0448700, 13510.7704073
0.0448800, 13689.8655947
0.0448900, 18814.4562770
0.0449000, 13819.2996928
0.0449100, 4362.9054539
0.0449200, 25465.2001759
0.0449300, 16446.1762425
0.0449400, 11417.9053245
0.0449500, 11229.9777382
0.0449600, 5323.6036667
0.0449700, 13363.6441886
0.0449800, 38773.2111257
0.0449900, 48667.7671565
0.0450000, 104212.6297001
0.0450100, 104579.1905543
0.0450200, 180530.9449928
0.0450300, 231085.9026596
0.0450400, 254897.8301693
0.0450500, 256454.1823952
0.0450600, 17044153.7969446
0.0450700, 752428.6328590
0.0450800, 333067.1011928
0.0450900, 199781.8297494
0.0451000, 466243.6963359
0.0451100, 290447.6960039
0.0451200, 104466.9109814
0.0451300, 109984.8055870
0.0451400, 71619.4704323
0.0451500, 34226.5507757
0.0451600, 20858.1730983
0.0451700, 71989.9420336
0.0451800, 24908.8708094
0.0451900, 60480.7119832
0.0452000, 41292.2984708
0.0452100, 44506.6260797
0.0452200, 28588.6517346
0.0452300, 27719.0145027
0.0452400, 45766.0033759
0.0452500, 47389.1566078
0.0452600, 2707.0953068
0.0452700, 35170.5268229
0.0452800, 16001.2584818
0.0452900, 53808.5358006
0.0453000, 25795.5746011
0.0453100, 27085.0833117
0.0453200, 17899.2671358
0.0453300, 59819.8657638
0.0453400, 31836.2970523
0.0453500, 7650.7871490
0.0453600, 18669.9176217
0.0453700, 60802.0809677
0.0453800, 26578.9608525
0.0453900, 40033.8868710
0.0454000, 20422.9671938
0.0454100, 35838.4894352
0.0454200, 14772.1441233
0.0454300, 31956.6873127
0.0454400, 38626.3920655
0.0454500, 28151.8064962
0.0454600, 52423.3022996
0.0454700, 51457.5470169
0.0454800, 25470.4041978
0.0454900, 46750.2312508
0.0455000, 49750.8958311
0.0455100, 41632.3820361
0.0455200, 54979.9157693
0.0455300, 42908.5512456
0.0455400, 49494.3588099
0.0455500, 57072.5138136
0.0455600, 69479.7188610
0.0455700, 85336.7048637
0.0455800, 62036.2443818
0.0455900, 61591.3918823
0.0456000, 77959.2488484
0.0456100, 81298.9420472
0.0456200, 70645.9117925
0.0456300, 97017.0086944
0.0456400, 90569.2747956
0.0456500, 104513.3360007
0.0456600, 84933.1067841
0.0456700, 122215.9175312
0.0456800, 97106.9291554
0.0456900, 139514.0620189
0.0457000, 144867.3799584
0.0457100, 138671.0713163
0.0457200, 145235.3773982
0.0457300, 164989.6806622
0.0457400, 151842.2391069
0.0457500, 192457.0508061
0.0457600, 149011.2726776
0.0457700, 184568.4937144
0.0457800, 175495.9403405
0.0457900, 163121.0394891
0.0458000, 210602.6669655
0.0458100, 193880.0575407
0.0458200, 225110.6907324
0.0458300, 186362.3609128
0.0458400, 242939.4359753
0.0458500, 231019.1493448
0.0458600, 234453.2193210
0.0458700, 247519.2527077
0.0458800, 262283.1410385
0.0458900, 252179.4775651
0.0459000, 278556.7251997
0.0459100, 328725.1359358
0.0459200, 357459.7585533
0.0459300, 392449.7442986
0.0459400, 468818.9435987
0.0459500, 537658.7186106
0.0459600, 645180.2564780
0.0459700, 702744.7206219
0.0459800, 859302.1902090
0.0459900, 993097.7054308
0.0460000, 1212370.4345603
0.0460100, 1414303.7255516
0.0460200, 1636617.7765441
0.0460300, 1898287.5820781
0.0460400, 2049760.9023981
0.0460500, 2173282.4843807
0.0460600, 2175739.3253111
0.0460700, 2169714.3860336
0.0460800, 2072689.6971474
0.0460900, 1933448.1118044
0.0461000, 1695849.8476976
0.0461100, 1429447.1938942
0.0461200, 1168866.0469348
0.0461300, 991853.2225778
0.0461400, 822803.1892409
0.0461500, 728970.4687798
0.0461600, 610879.0878087
0.0461700, 590765.2392355
0.0461800, 548214.8231825
0.0461900, 502035.8531629
0.0462000, 453871.0587160
0.0462100, 395868.7190117
0.0462200, 364319.8024387
0.0462300, 316729.0207164
0.0462400, 293917.7928010
0.0462500, 249381.1686976
0.0462600, 235616.1460724
0.0462700, 212906.4154153
0.0462800, 164744.8643964
0.0462900, 187831.3772643
0.0463000, 146051.8888786
0.0463100, 163288.7427994
0.0463200, 164413.1986551
0.0463300, 139087.2072514
0.0463400, 164056.8071431
0.0463500, 116947.2886817
0.0463600, 141864.6877627
0.0463700, 140551.6208373
0.0463800, 108290.3535962
0.0463900, 107074.3990410
0.0464000, 143605.4739799
0.0464100, 107043.7375282
0.0464200, 110842.1508362
0.0464300, 117978.8014348
0.0464400, 92071.4894090
0.0464500, 116113.7677280
0.0464600, 107243.8391144
0.0464700, 101913.5786880
0.0464800, 79209.6377091
0.0464900, 87873.1598669
0.0465000, 76719.3454743
0.0465100, 96751.7500410
0.0465200, 61779.5177870
0.0465300, 73064.4383130
0.0465400, 61255.7883387
0.0465500, 79594.3484552
0.0465600, 46813.2669764
0.0465700, 74913.8513894
0.0465800, 49593.7078670
0.0465900, 44802.5401289
0.0466000, 78674.6952965
0.0466100, 63958.4734418
0.0466200, 34916.4429173
0.0466300, 43255.5505109
0.0466400, 45410.4529927
0.0466500, 44377.0842327
0.0466600, 45409.2713991
0.0466700, 57122.2213241
0.0466800, 41163.6434005
0.0466900, 35375.1945295
0.0467000, 36255.4631607
0.0467100, 49768.1450126
0.0467200, 49926.8795941
0.0467300, 51078.0247171
0.0467400, 58662.1733743
0.0467500, 36649.5316341
0.0467600, 37494.2940326
0.0467700, 90337.5177432
0.0467800, 41345.7220278
0.0467900, 37129.5845923
0.0468000, 70866.7752124
0.0468100, 42923.1127133
0.0468200, 104771.4160256
0.0468300, 58381.2281902
0.0468400, 92419.3050829
0.0468500, 65786.2977602
0.0468600, 60366.9135371
0.0468700, 68040.2599054
0.0468800, 48433.1633697
0.0468900, 81139.5196436
0.0469000, 89943.8552431
0.0469100, 74589.1881240
0.0469200, 101812.3532976
0.0469300, 75216.0427701
0.0469400, 95064.1198455
0.0469500, 85916.3954144
0.0469600, 77736.8168438
0.0469700, 105415.5076685
0.0469800, 131207.4743641
0.0469900, 145635.9185950
0.0470000, 149856.3881354
0.0470100, 172059.5443909
0.0470200, 182749.3469263
0.0470300, 160763.8336691
0.0470400, 186805.4402313
0.0470500, 133553.5516300
0.0470600, 16406597.3048387
0.0470700, 3255877.9898580
0.0470800, 370892.3717536
0.0470900, 244033.1811250
0.0471000, 241239.0562450
0.0471100, 293979.7536311
0.0471200, 140933.1021017
0.0471300, 79675.5753039
0.0471400, 63527.4094545
0.0471500, 44989.8032558
0.0471600, 4598.3811282
0.0471700, 29730.7294394
0.0471800, 38774.6115906
0.0471900, 23854.5751167
0.0472000, 42032.2876132
0.0472100, 16801.7014912
0.0472200, 47169.7662704
0.0472300, 48965.4815661
0.0472400, 41947.1248717
0.0472500, 14338.2886705
0.0472600, 83141.1067042
0.0472700, 20189.5730762
0.0472800, 22911.7768844
0.0472900, 30836.2392324
0.0473000, 47512.0761176
0.0473100, 17060.0684934
0.0473200, 51730.9540701
0.0473300, 27745.1075507
0.0473400, 23537.1255042
0.0473500, 36904.9070585
0.0473600, 22112.6487332
0.0473700, 36556.1091201
0.0473800, 18705.3087919
0.0473900, 29531.8112719
0.0474000, 7218.8752587
0.0474100, 55929.5264596
0.0474200, 28593.1845900
0.0474300, 15711.1132642
0.0474400, 29762.7371893
0.0474500, 52589.3269115
0.0474600, 29361.0114948
0.0474700, 36714.9145988
0.0474800, 26230.2421072
0.0474900, 61065.9460665
0.0475000, 16646.0961489
0.0475100, 54345.6117916
0.0475200, 42552.2840985
0.0475300, 76971.3135265
0.0475400, 39658.3349373
0.0475500, 61423.3868571
0.0475600, 51499.4296862
0.0475700, 48282.6164163
0.0475800, 83869.7209248
0.0475900, 55982.9282639
0.0476000, 84646.5171699
0.0476100, 72918.6183769
0.0476200, 83531.0154913
0.0476300, 95596.7481926
0.0476400, 71142.8926668
0.0476500, 114913.4782086
0.0476600, 119212.4096267
0.0476700, 123279.0659317
0.0476800, 98767.4506100
0.0476900, 110543.0308432
0.0477000, 117607.9222247
0.0477100, 100425.5698216
0.0477200, 157250.0741176
0.0477300, 128811.7421511
0.0477400, 134993.6848486
0.0477500, 139201.1958569
0.0477600, 159984.7742787
0.0477700, 132206.1212879
0.0477800, 163752.8094935
0.0477900, 152055.7130430
0.0478000, 126025.2757228
0.0478100, 86220.0696880
0.0478200, 133301.4390395
0.0478300, 154682.4001268
0.0478400, 164315.8377516
0.0478500, 159893.5964259
0.0478600, 188243.2164116
0.0478700, 200869.6994198
0.0478800, 216518.4673810
0.0478900, 257310.1669989
0.0479000, 280334.9726755
0.0479100, 346796.9535852
0.0479200, 403364.7582524
0.0479300, 386772.7256697
0.0479400, 465995.4035106
0.0479500, 514555.3999328
0.0479600, 549516.6492928
0.0479700, 624344.8724807
0.0479800, 675755.9951018
0.0479900, 822337.1807142
0.0480000, 962131.2419130
0.0480100, 1176468.6691897
0.0480200, 1415059.7004084
0.0480300, 1670547.9278228
0.0480400, 1900015.2409107
0.0480500, 2028751.3223175
0.0480600, 2133153.7213865
0.0480700, 2089353.8662433
0.0480800, 2126956.4520836
0.0480900, 1990401.4538994
0.0481000, 1826846.9121262
0.0481100, 1592828.9152034
0.0481200, 1346456.8816936
0.0481300, 1157668.1367870
0.0481400, 970249.3017926
0.0481500, 853267.2689773
0.0481600, 730834.8762046
0.0481700, 646140.9499831
0.0481800, 518649.9529596
0.0481900, 499233.8437426
0.0482000, 408217.7129731
0.0482100, 370246.2767524
0.0482200, 320050.4561112
0.0482300, 284376.0267041
0.0482400, 292374.0516684
0.0482500, 235230.8852277
0.0482600, 270266.3885299
0.0482700, 264610.0127376
0.0482800, 229861.5212362
0.0482900, 243451.2728412
0.0483000, 229926.9515672
0.0483100, 215798.3978439
0.0483200, 216337.9547375
0.0483300, 184701.7822248
0.0483400, 200630.1871728
0.0483500, 170323.3972917
0.0483600, 149458.8217938
0.0483700, 175316.2539013
0.0483800, 135841.8892831
0.0483900, 136927.3323774
0.0484000, 135722.8885376
0.0484100, 113202.7093006
0.0484200, 113395.6080455
0.0484300, 144636.5313087
0.0484400, 97500.3151277
0.0484500, 85814.6907936
0.0484600, 90734.2529919
0.0484700, 80650.3338927
0.0484800, 108360.1725036
0.0484900, 52144.8079870
0.0485000, 92496.6362307
0.0485100, 57823.1582154
0.0485200, 69845.5240155
0.0485300, 82359.4063723
0.0485400, 51345.2221925
0.0485500, 57764.8087507
0.0485600, 62276.2347288
0.0485700, 52660.8805092
0.0485800, 45321.9798001
0.0485900, 71220.1108185
0.0486000, 50399.3251244
0.0486100, 46437.5288856
0.0486200, 57760.5581171
0.0486300, 25426.5842181
0.0486400, 63431.4909883
0.0486500, 34139.7808575
0.0486600, 55360.1709716
0.0486700, 33853.2102171
0.0486800, 30805.8412805
0.0486900, 30429.7781293
0.0487000, 42517.5342770
0.0487100, 50693.8456324
0.0487200, 47401.9820050
0.0487300, 21924.5001083
0.0487400, 52089.1024400
0.0487500, 41648.8388434
0.0487600, 43487.3071712
0.0487700, 41415.9499831
0.0487800, 18568.9114921
0.0487900, 74183.6751651
0.0488000, 38979.5588097
0.0488100, 53448.1215760
0.0488200, 25479.3510121
0.0488300, 50078.0568413
0.0488400, 29875.4577538
0.0488500, 48243.3722909
0.0488600, 19078.5371557
0.0488700, 37061.6853502
0.0488800, 44244.3874181
0.0488900, 40954.3029729
0.0489000, 11493.6478109
0.0489100, 32460.1543588
0.0489200, 42641.4098501
0.0489300, 25231.2455895
0.0489400, 74030.0287316
0.0489500, 33165.7952113
0.0489600, 36387.2413354
0.0489700, 69795.3175292
0.0489800, 104310.9100382
0.0489900, 130590.1232598
0.0490000, 130846.1020627
0.0490100, 146157.8649133
0.0490200, 170334.9229753
0.0490300, 219594.8875748
0.0490400, 209162.8308280
0.0490500, 244918.2475787
0.0490600, 9589884.1122221
0.0490700, 7769055.7582224
0.0490800, 76589.4764116
0.0490900, 210287.8145709
0.0491000, 312990.8762456
0.0491100, 226304.0404456
0.0491200, 158946.7652077
0.0491300, 169666.5144217
0.0491400, 133860.3371429
0.0491500, 136320.5213642
0.0491600, 92384.5247052
0.0491700, 79518.1714201
0.0491800, 83363.0417151
0.0491900, 52821.3498124
0.0492000, 71369.2169496
0.0492100, 56136.1395627
0.0492200, 45313.3962532
0.0492300, 29536.0055525
0.0492400, 48895.7232690
0.0492500, 20752.8157126
0.0492600, 51980.8470978
0.0492700, 45316.3157924
0.0492800, 37499.8622397
0.0492900, 46490.7126747
0.0493000, 19837.5922178
0.0493100, 54690.6340245
0.0493200, 52601.0812056
0.0493300, 36206.6913705
0.0493400, 34468.4203293
0.0493500, 63888.8011000
0.0493600, 28316.7405787
0.0493700, 46166.6814164
0.0493800, 57313.9306016
0.0493900, 38858.3435699
0.0494000, 50092.3218468
0.0494100, 54546.7455766
0.0494200, 58179.0785248
0.0494300, 37749.6205279
0.0494400, 44662.2157646
0.0494500, 51960.0320631
0.0494600, 46307.1335541
0.0494700, 53264.4404551
0.0494800, 42936.6685713
0.0494900, 78352.7975889
0.0495000, 56129.8198554
0.0495100, 60983.2705748
0.0495200, 82386.3136995
0.0495300, 22641.1163152
0.0495400, 74512.2880135
0.0495500, 70240.6713308
0.0495600, 69312.5499315
0.0495700, 66979.1666864
0.0495800, 91487.6205014
0.0495900, 57650.2906931
0.0496000, 60255.9936355
0.0496100, 78817.2458920
0.0496200, 97879.1504867
0.0496300, 66694.9463228
0.0496400, 66953.7452351
0.0496500, 87624.6402389
0.0496600, 104925.3336664
0.0496700, 80024.2002459
0.0496800, 100842.1705935
0.0496900, 103087.2598579
0.0497000, 96312.9045767
0.0497100, 134573.4924047
0.0497200, 103066.8055971
0.0497300, 115530.5149344
0.0497400, 108392.3346044
0.0497500, 119499.0486699
0.0497600, 133248.3878664
0.0497700, 124230.2927389
0.0497800, 145173.0722862
0.0497900, 173171.7085439
0.0498000, 165843.0015316
0.0498100, 203404.1249459
0.0498200, 183702.5117439
0.0498300, 211823.1246394
0.0498400, 226846.8747437
0.0498500, 229120.2371442
0.0498600, 203485.9293907
0.0498700, 236227.4540882
0.0498800, 238388.0451910
0.0498900, 255784.3268068
0.0499000, 291079.1250588
0.0499100, 322380.2115825
0.0499200, 355198.5459542
0.0499300, 391735.0053608
0.0499400, 443462.0393337
0.0499500, 523177.9110599
0.0499600, 555386.2557581
0.0499700, 641739.3237756
0.0499800, 744454.6616148
0.0499900, 826526.7915561
0.0500000, 982083.9136413
0.0500100, 1164095.4325179
0.0500200, 1397467.7445380
0.0500300, 1638241.6262167
0.0500400, 1841595.3945430
0.0500500, 1957765.3740742
0.0500600, 2075100.4629446
0.0500700, 2072756.4717344
0.0500800, 2066064.8413465
0.0500900, 1957540.4090644
0.0501000, 1772180.2009460
0.0501100, 1573596.1660509
0.0501200, 1313461.0983139
0.0501300, 1112296.9764020
0.0501400, 920252.7054375
0.0501500, 767479.0035434
0.0501600, 658278.2118656
0.0501700, 551047.6258628
0.0501800, 503737.2561187
0.0501900, 474557.4533331
0.0502000, 398685.9781796
0.0502100, 377874.8141025
0.0502200, 334486.0894522
0.0502300, 283840.7821614
0.0502400, 263939.8682011
0.0502500, 282395.8842228
0.0502600, 183243.6677487
0.0502700, 200099.8563968
0.0502800, 190779.8019079
0.0502900, 150233.7233680
0.0503000, 171873.7192360
0.0503100, 155189.2762081
0.0503200, 150479.4407353
0.0503300, 144731.2232554
0.0503400, 150169.3764953
0.0503500, 128302.2302222
0.0503600, 184754.5347887
0.0503700, 148757.8030928
0.0503800, 156686.2363451
0.0503900, 144811.4775320
0.0504000, 144703.6264680
0.0504100, 133696.2809505
0.0504200, 132968.1579477
0.0504300, 130301.8198261
0.0504400, 120482.1479100
0.0504500, 95093.0257485
0.0504600, 98539.2804165
0.0504700, 106830.9897408
0.0504800, 97149.2386640
0.0504900, 83712.7117528
0.0505000, 80772.9609523
0.0505100, 72207.4572949
0.0505200, 62303.5417372
0.0505300, 69463.8339929
0.0505400, 54204.8762567
0.0505500, 52120.0454720
0.0505600, 54604.6929943
0.0505700, 54198.6957961
0.0505800, 34045.9362186
0.0505900, 59182.5130423
0.0506000, 44041.6580183
0.0506100, 41149.0249338
0.0506200, 23219.2404053
0.0506300, 19529.8338447
0.0506400, 27520.1288151
0.0506500, 14957.8919972
0.0506600, 35570.2084897
0.0506700, 25769.8580516
0.0506800, 25734.9564989
0.0506900, 23477.2532039
0.0507000, 8162.5721436
0.0507100, 31106.4129240
0.0507200, 16341.4470901
0.0507300, 26273.6344840
0.0507400, 27574.7311864
0.0507500, 15040.7970533
0.0507600, 6253.0630094
0.0507700, 24061.4655622
0.0507800, 22343.5830833
0.0507900, 15335.6061504
0.0508000, 24764.8400156
