SpinCore CPMG NMR\NQR Experiment
Spectrometer Frequency (MHz): 29.9016
Spectral Width (kHz): 100.0
Number of Acquisition Points: 12114.0
90 Degree Pulse-Width (us): 1.5
90 Degree Pulse Phase (Degrees): 0.00
Transient Delay (us): 15.00
Tau (ms): 1.00
Points Per Echo: 0.0
Number of Echoes: 60.0
Repetition Delay (s): 
Number of Scans: 100.0
ADC Clock Frequency (MHz): 75.00
Blanking Bit: 2.0
Deblank Delay: 3000.00
Output Amplitude Scaling: 1.00
Bypass FIR: Yes
 
Time (s), Magnitude Data
0.0175700, 123398.6452640
0.0175800, 137599.0970356
0.0175900, 129261.4683384
0.0176000, 142564.6019810
0.0176100, 128924.7341436
0.0176200, 169174.5069832
0.0176300, 141032.9266803
0.0176400, 164909.2759611
0.0176500, 167726.5902861
0.0176600, 167104.8107087
0.0176700, 184276.0644929
0.0176800, 186930.4613727
0.0176900, 178260.0345591
0.0177000, 212705.0270610
0.0177100, 187438.9502985
0.0177200, 209034.2446443
0.0177300, 251002.0384937
0.0177400, 206073.4403314
0.0177500, 224029.3231968
0.0177600, 231904.2244139
0.0177700, 224202.0096542
0.0177800, 263229.3301990
0.0177900, 273403.5085071
0.0178000, 306001.6598076
0.0178100, 279527.8966543
0.0178200, 315087.4639604
0.0178300, 308818.0194743
0.0178400, 362423.8170347
0.0178500, 318307.2531816
0.0178600, 344199.5854297
0.0178700, 380716.3366405
0.0178800, 476717.9983953
0.0178900, 556423.6964221
0.0179000, 631828.7722358
0.0179100, 730766.9736332
0.0179200, 768298.5206630
0.0179300, 790022.9959951
0.0179400, 831407.0887363
0.0179500, 895363.2885868
0.0179600, 1045139.5861348
0.0179700, 1217054.7858470
0.0179800, 1583275.8618526
0.0179900, 1963743.9552701
0.0180000, 2346134.1302786
0.0180100, 2635583.7823663
0.0180200, 2864820.6843797
0.0180300, 3041407.6503320
0.0180400, 3050273.6418041
0.0180500, 3056988.6830180
0.0180600, 2891025.4157162
0.0180700, 2624256.0140324
0.0180800, 2310284.8238059
0.0180900, 2001625.4274454
0.0181000, 1716858.9110760
0.0181100, 1442532.6454497
0.0181200, 1216961.3686543
0.0181300, 1035111.5275612
0.0181400, 881354.0037993
0.0181500, 692571.6943718
0.0181600, 598573.5980955
0.0181700, 570952.4279465
0.0181800, 528305.2539451
0.0181900, 503324.6046847
0.0182000, 454427.5543637
0.0182100, 436269.0171213
0.0182200, 396532.5227834
0.0182300, 335310.0013495
0.0182400, 307012.8448974
0.0182500, 249592.4505629
0.0182600, 275720.4381779
0.0182700, 240617.4723103
0.0182800, 257286.9894204
0.0182900, 246488.6227354
0.0183000, 182740.7577581
0.0183100, 260406.9814809
0.0183200, 168723.0337713
0.0183300, 225413.5565244
0.0183400, 225572.7579518
0.0183500, 215864.5389915
0.0183600, 166659.8649945
0.0183700, 160720.6154325
0.0183800, 182887.8708335
0.0183900, 158951.4139604
0.0184000, 168585.0002729
0.0184100, 126597.4806700
0.0184200, 142393.5685416
0.0184300, 121840.2126106
0.0184400, 114103.0105212
0.0184500, 116588.5027308
0.0184600, 130061.4551395
0.0184700, 106268.5005446
0.0184800, 104045.9305211
0.0184900, 109979.3453563
0.0185000, 72034.5368417
0.0185100, 110514.3361967
0.0185200, 71077.5104024
0.0185300, 69059.8887416
0.0185400, 108606.1095611
0.0185500, 80125.0167239
0.0185600, 81079.1345415
0.0185700, 49004.4098934
0.0185800, 67857.8900718
0.0185900, 70334.3810664
0.0186000, 82964.6691309
0.0186100, 11176.7036733
0.0186200, 98488.3376700
0.0186300, 51671.4336747
0.0186400, 57692.1494139
0.0186500, 72731.2089271
0.0186600, 69786.9730680
0.0186700, 46233.7176744
0.0186800, 97946.3066226
0.0186900, 49860.6703725
0.0187000, 46413.5675530
0.0187100, 69073.4591938
0.0187200, 54290.9503509
0.0187300, 79316.7751299
0.0187400, 46635.9830281
0.0187500, 91713.4156490
0.0187600, 23367.0030813
0.0187700, 86767.0256491
0.0187800, 79228.3205047
0.0187900, 68490.9449270
0.0188000, 85548.2556923
0.0188100, 45582.6318349
0.0188200, 95295.5175021
0.0188300, 78615.7955948
0.0188400, 80464.3915406
0.0188500, 63284.5903913
0.0188600, 61225.8552737
0.0188700, 49692.1424875
0.0188800, 81591.7457712
0.0188900, 64066.5158254
0.0189000, 77399.8533978
0.0189100, 43627.3303905
0.0189200, 66779.0635753
0.0189300, 44648.4433099
0.0189400, 78559.2244870
0.0189500, 96144.6679385
0.0189600, 151468.7522956
0.0189700, 157802.1986666
0.0189800, 175850.1401904
0.0189900, 150519.2487524
0.0190000, 131614.2220279
0.0190100, 35100.5789411
0.0190200, 124432.3016302
0.0190300, 12372597.5022228
0.0190400, 631352.0307309
0.0190500, 289801.2079202
0.0190600, 172805.0773241
0.0190700, 570926.7230854
0.0190800, 421180.4097842
0.0190900, 334559.2031629
0.0191000, 319736.6666133
0.0191100, 310905.3183993
0.0191200, 307090.1249226
0.0191300, 246864.9864238
0.0191400, 245208.2057232
0.0191500, 216799.7071031
0.0191600, 139948.5123787
0.0191700, 205527.9807423
0.0191800, 190809.9229836
0.0191900, 183143.9797891
0.0192000, 112576.3866626
0.0192100, 155002.3039990
0.0192200, 125758.4314986
0.0192300, 88153.1084251
0.0192400, 123735.8361551
0.0192500, 103208.2558955
0.0192600, 134873.4804511
0.0192700, 65841.0944396
0.0192800, 140753.7201356
0.0192900, 94043.3395675
0.0193000, 79368.7016399
0.0193100, 86623.1172032
0.0193200, 129272.9758380
0.0193300, 86106.9001300
0.0193400, 97089.4841113
0.0193500, 92806.5257404
0.0193600, 88795.0349062
0.0193700, 90561.3778440
0.0193800, 97443.6181851
0.0193900, 76562.7463718
0.0194000, 84090.3069801
0.0194100, 116295.3259809
0.0194200, 90131.4144181
0.0194300, 62526.9874934
0.0194400, 92669.1008104
0.0194500, 100802.3355136
0.0194600, 56612.9702630
0.0194700, 90981.5117977
0.0194800, 93390.0491701
0.0194900, 84517.0453459
0.0195000, 93844.0072940
0.0195100, 102666.3859547
0.0195200, 83379.1234363
0.0195300, 105464.4293589
0.0195400, 111966.2350041
0.0195500, 89954.8054525
0.0195600, 139488.7794663
0.0195700, 103581.4566030
0.0195800, 109779.0959518
0.0195900, 116802.1707418
0.0196000, 131151.6107412
0.0196100, 109782.0234647
0.0196200, 152576.3181886
0.0196300, 153557.0653536
0.0196400, 111667.7479400
0.0196500, 152588.4113162
0.0196600, 148225.9387860
0.0196700, 175655.3072924
0.0196800, 156920.3993654
0.0196900, 165103.1021998
0.0197000, 176675.9214636
0.0197100, 197088.7806573
0.0197200, 177722.2716544
0.0197300, 197756.4274379
0.0197400, 207929.4169183
0.0197500, 202559.1571492
0.0197600, 221123.3035593
0.0197700, 194580.2034047
0.0197800, 221074.0733148
0.0197900, 196565.3198405
0.0198000, 240195.8152779
0.0198100, 250148.1374406
0.0198200, 255711.5511372
0.0198300, 307434.3908218
0.0198400, 328361.0370750
0.0198500, 349631.1006661
0.0198600, 368575.7940194
0.0198700, 376533.6530843
0.0198800, 383958.7860761
0.0198900, 433167.4958085
0.0199000, 534385.8788151
0.0199100, 671502.8003590
0.0199200, 772595.6762453
0.0199300, 949070.0134010
0.0199400, 1112490.0575960
0.0199500, 1325375.3293407
0.0199600, 1582308.5725689
0.0199700, 1834204.8729550
0.0199800, 2137956.2558579
0.0199900, 2431347.3328609
0.0200000, 2709532.6082002
0.0200100, 2935150.9198149
0.0200200, 2990731.0519325
0.0200300, 2956932.1921512
0.0200400, 2873844.0028157
0.0200500, 2705153.5581569
0.0200600, 2418198.5249404
0.0200700, 2116924.4326107
0.0200800, 1697657.9321041
0.0200900, 1382251.6319932
0.0201000, 1120907.8503294
0.0201100, 974232.9528532
0.0201200, 877893.9887304
0.0201300, 835109.2717483
0.0201400, 783636.6517341
0.0201500, 794965.4997508
0.0201600, 723822.0942193
0.0201700, 669409.0632946
0.0201800, 576751.9257237
0.0201900, 515724.6696446
0.0202000, 418348.6373887
0.0202100, 389598.0046997
0.0202200, 336544.5345211
0.0202300, 324144.0052600
0.0202400, 300925.2498445
0.0202500, 318350.1708873
0.0202600, 299349.5020624
0.0202700, 272896.3234216
0.0202800, 283302.6480727
0.0202900, 267214.5459009
0.0203000, 213661.4446689
0.0203100, 252184.9043242
0.0203200, 207788.3766263
0.0203300, 212457.3440223
0.0203400, 215079.1936474
0.0203500, 189635.8325133
0.0203600, 190563.3779980
0.0203700, 182807.4531358
0.0203800, 185552.7198884
0.0203900, 157703.3353769
0.0204000, 172855.3351968
0.0204100, 143871.4706431
0.0204200, 151300.3001782
0.0204300, 128211.6248279
0.0204400, 145414.0537259
0.0204500, 118799.3173086
0.0204600, 105931.5047849
0.0204700, 126955.7704715
0.0204800, 87592.4486243
0.0204900, 111171.0457313
0.0205000, 103517.5917900
0.0205100, 89574.5501914
0.0205200, 74028.3329611
0.0205300, 87511.2684058
0.0205400, 78219.8382126
0.0205500, 77894.5398343
0.0205600, 76224.9713480
0.0205700, 74716.7851356
0.0205800, 56991.3740929
0.0205900, 55768.3582150
0.0206000, 60115.1689343
0.0206100, 72192.1438177
0.0206200, 44727.5829886
0.0206300, 29302.6918388
0.0206400, 59376.5114250
0.0206500, 46074.0727525
0.0206600, 39657.5307602
0.0206700, 53874.8014660
0.0206800, 35759.7295851
0.0206900, 25885.8110941
0.0207000, 35383.1405757
0.0207100, 46153.6071505
0.0207200, 41553.5466838
0.0207300, 29057.1876994
0.0207400, 28772.3409718
0.0207500, 48961.8336462
0.0207600, 26495.3746907
0.0207700, 20256.3839073
0.0207800, 18756.0333760
0.0207900, 27296.2558788
0.0208000, 9241.4200208
0.0208100, 13028.3366552
0.0208200, 21120.2064384
0.0208300, 18928.1734195
0.0208400, 37908.3163699
0.0208500, 25993.3410704
0.0208600, 42844.9914109
0.0208700, 52187.9333275
0.0208800, 50259.2152844
0.0208900, 72099.4815099
0.0209000, 116605.0381630
0.0209100, 114853.6205132
0.0209200, 142997.2715299
0.0209300, 173343.9549133
0.0209400, 163772.7912078
0.0209500, 245189.5153488
0.0209600, 236109.1644642
0.0209700, 259467.9146503
0.0209800, 273948.3137601
0.0209900, 262681.4118300
0.0210000, 212069.0658158
0.0210100, 145625.9246048
0.0210200, 153500.9838698
0.0210300, 11215131.5983445
0.0210400, 829342.6133613
0.0210500, 316068.9351977
0.0210600, 309047.0476432
0.0210700, 121247.4156962
0.0210800, 122508.3681387
0.0210900, 46458.1558071
0.0211000, 49768.2171873
0.0211100, 71814.5591158
0.0211200, 105676.8478428
0.0211300, 83093.0017872
0.0211400, 123714.0491011
0.0211500, 93579.1015665
0.0211600, 93827.3801670
0.0211700, 65954.9414752
0.0211800, 67454.6082414
0.0211900, 80930.8842037
0.0212000, 66147.8917351
0.0212100, 75837.0993973
0.0212200, 82354.8751502
0.0212300, 73007.5410968
0.0212400, 45374.8825343
0.0212500, 68213.7092160
0.0212600, 52344.7870661
0.0212700, 23076.9114268
0.0212800, 60202.0885352
0.0212900, 18570.8297068
0.0213000, 51560.9628401
0.0213100, 41679.3306208
0.0213200, 62501.1031343
0.0213300, 41808.6240147
0.0213400, 43720.0899930
0.0213500, 44217.1832323
0.0213600, 42103.2834112
0.0213700, 41218.4963942
0.0213800, 45753.9728985
0.0213900, 21624.0936457
0.0214000, 48549.5297197
0.0214100, 44870.0327613
0.0214200, 59339.3753338
0.0214300, 39939.6587366
0.0214400, 47416.9558808
0.0214500, 52985.2223266
0.0214600, 69929.6072419
0.0214700, 53769.3029525
0.0214800, 49422.7895004
0.0214900, 63861.8027697
0.0215000, 76533.0067161
0.0215100, 70875.5847948
0.0215200, 70218.1775112
0.0215300, 62149.6476096
0.0215400, 117372.5279356
0.0215500, 69829.7079544
0.0215600, 89630.9287300
0.0215700, 104181.3503464
0.0215800, 87350.4397070
0.0215900, 94954.7771995
0.0216000, 96168.2299411
0.0216100, 132897.6819851
0.0216200, 135468.0967350
0.0216300, 114161.8156872
0.0216400, 113286.5987573
0.0216500, 181185.3126415
0.0216600, 128667.4297754
0.0216700, 168427.6719426
0.0216800, 157215.1740927
0.0216900, 180833.4398639
0.0217000, 175104.5418629
0.0217100, 186334.5603424
0.0217200, 200626.1545512
0.0217300, 218367.5555480
0.0217400, 194538.7064828
0.0217500, 225074.1616201
0.0217600, 212325.7064041
0.0217700, 246954.8119009
0.0217800, 287964.4047257
0.0217900, 238995.1428209
0.0218000, 289873.2040910
0.0218100, 270707.5115988
0.0218200, 290778.2581178
0.0218300, 282930.6589149
0.0218400, 347956.9302802
0.0218500, 410916.5886320
0.0218600, 451063.2105592
0.0218700, 494649.9118013
0.0218800, 581158.7900910
0.0218900, 639124.8188030
0.0219000, 684252.0113482
0.0219100, 767295.8262763
0.0219200, 813784.8170125
0.0219300, 846855.3895595
0.0219400, 897004.9319653
0.0219500, 1006206.4312004
0.0219600, 1173979.2565548
0.0219700, 1342916.6463325
0.0219800, 1682692.4915483
0.0219900, 1969728.4812342
0.0220000, 2338525.0564972
0.0220100, 2605347.0173050
0.0220200, 2788280.0429170
0.0220300, 2853570.2271957
0.0220400, 2878637.2879545
0.0220500, 2835446.8158393
0.0220600, 2642746.8057175
0.0220700, 2387144.1728570
0.0220800, 2073783.7141161
0.0220900, 1750160.3705107
0.0221000, 1483024.3599914
0.0221100, 1229673.5716624
0.0221200, 1065594.5682303
0.0221300, 897536.0985905
0.0221400, 746533.9926681
0.0221500, 630057.9985001
0.0221600, 520154.8643289
0.0221700, 441586.5766008
0.0221800, 356924.9217469
0.0221900, 315515.8489363
0.0222000, 261590.5791977
0.0222100, 286839.8537198
0.0222200, 283298.5797352
0.0222300, 289602.7982772
0.0222400, 275813.2694705
0.0222500, 249684.5704184
0.0222600, 238593.0450160
0.0222700, 222121.6524452
0.0222800, 196961.0974837
0.0222900, 202762.7296250
0.0223000, 206542.1560481
0.0223100, 212460.2674031
0.0223200, 190180.0583657
0.0223300, 179459.8591245
0.0223400, 189304.8877605
0.0223500, 182978.0815098
0.0223600, 204498.0667733
0.0223700, 169178.5943907
0.0223800, 169514.4135966
0.0223900, 166303.0443317
0.0224000, 175781.5086123
0.0224100, 148029.1957858
0.0224200, 135490.5930498
0.0224300, 151808.9415186
0.0224400, 128835.5888293
0.0224500, 130584.6113484
0.0224600, 124982.9767488
0.0224700, 114244.3820282
0.0224800, 135608.9855172
0.0224900, 101274.6572149
0.0225000, 109800.9195681
0.0225100, 63100.4014646
0.0225200, 109542.0352011
0.0225300, 102072.2587190
0.0225400, 86570.8225270
0.0225500, 79309.4122157
0.0225600, 87028.6044126
0.0225700, 103887.2390624
0.0225800, 87064.7681040
0.0225900, 110083.0604589
0.0226000, 55134.7556900
0.0226100, 75260.5043964
0.0226200, 80350.9726699
0.0226300, 83982.8184452
0.0226400, 96610.1950365
0.0226500, 73737.7608556
0.0226600, 99857.3120407
0.0226700, 87398.5305883
0.0226800, 82026.8979604
0.0226900, 69486.3176460
0.0227000, 78510.9152666
0.0227100, 98728.9127105
0.0227200, 87068.2884465
0.0227300, 95037.1393141
0.0227400, 97262.4078923
0.0227500, 114683.7420431
0.0227600, 120329.2183387
0.0227700, 75967.1671513
0.0227800, 125306.7952706
0.0227900, 83836.4801802
0.0228000, 154151.0785593
0.0228100, 104629.3110032
0.0228200, 158652.4573651
0.0228300, 128398.1997576
0.0228400, 165338.7540839
0.0228500, 172204.3037238
0.0228600, 192041.0053140
0.0228700, 190626.2098716
0.0228800, 242313.1630762
0.0228900, 244681.5658627
0.0229000, 270288.2727626
0.0229100, 294667.5412359
0.0229200, 308402.2980994
0.0229300, 361725.2382527
0.0229400, 359729.3649968
0.0229500, 402833.9331399
0.0229600, 441466.1974285
0.0229700, 501655.7882951
0.0229800, 479145.1333625
0.0229900, 464997.4290015
0.0230000, 409836.7406688
0.0230100, 358628.7110439
0.0230200, 306107.0902887
0.0230300, 18513255.4785333
0.0230400, 9097244.5816604
0.0230500, 247921.7123630
0.0230600, 239183.0639176
0.0230700, 272999.6421554
0.0230800, 153388.2504529
0.0230900, 348489.1846543
0.0231000, 332168.6437730
0.0231100, 337304.6726300
0.0231200, 283347.6441635
0.0231300, 281744.0450409
0.0231400, 253067.3014378
0.0231500, 215519.4335739
0.0231600, 226586.7397996
0.0231700, 214620.7434383
0.0231800, 179012.7176404
0.0231900, 162951.0181742
0.0232000, 118259.8794182
0.0232100, 160042.1243361
0.0232200, 115898.0959723
0.0232300, 129637.3311859
0.0232400, 114040.2712905
0.0232500, 104611.2266298
0.0232600, 78085.0327528
0.0232700, 72551.9230345
0.0232800, 56354.2038627
0.0232900, 81447.5127306
0.0233000, 62394.1951547
0.0233100, 65628.3323116
0.0233200, 55628.2778450
0.0233300, 67540.1114154
0.0233400, 56930.3847343
0.0233500, 66737.1145466
0.0233600, 75665.5206088
0.0233700, 38740.8041347
0.0233800, 63916.1454564
0.0233900, 46328.9613201
0.0234000, 57476.1536378
0.0234100, 57825.7213530
0.0234200, 79230.1314021
0.0234300, 57272.1639630
0.0234400, 81920.3235650
0.0234500, 86846.7430938
0.0234600, 54798.0855596
0.0234700, 88672.2394496
0.0234800, 65553.7761841
0.0234900, 100734.0992366
0.0235000, 65671.9257065
0.0235100, 68358.1992522
0.0235200, 104418.6210644
0.0235300, 117897.3414628
0.0235400, 57082.2250530
0.0235500, 147244.5077176
0.0235600, 78884.0998744
0.0235700, 92585.9863370
0.0235800, 133476.6066395
0.0235900, 115509.3330948
0.0236000, 102204.1268247
0.0236100, 125261.5450847
0.0236200, 117815.8693725
0.0236300, 135003.5407610
0.0236400, 140835.4974607
0.0236500, 160696.7586792
0.0236600, 174935.0330666
0.0236700, 145913.3089817
0.0236800, 179188.7629568
0.0236900, 173154.1715726
0.0237000, 193956.9680238
0.0237100, 192062.7275788
0.0237200, 189307.6548796
0.0237300, 193331.4922148
0.0237400, 218687.7566692
0.0237500, 182076.5609105
0.0237600, 201014.0588740
0.0237700, 210657.3938888
0.0237800, 234214.5294981
0.0237900, 248825.7600209
0.0238000, 244179.1728649
0.0238100, 249814.4353916
0.0238200, 289957.5954963
0.0238300, 299706.3137556
0.0238400, 292532.3258872
0.0238500, 261467.4043643
0.0238600, 255667.9853971
0.0238700, 326667.3770627
0.0238800, 309489.8574752
0.0238900, 383412.1826403
0.0239000, 452662.1464194
0.0239100, 505625.0556331
0.0239200, 601385.3071517
0.0239300, 687535.9164800
0.0239400, 773846.9622477
0.0239500, 842521.9984226
0.0239600, 987236.5234583
0.0239700, 1200535.0008163
0.0239800, 1411586.4902899
0.0239900, 1767218.4395965
0.0240000, 2066263.5521274
0.0240100, 2399596.4140184
0.0240200, 2609299.1078314
0.0240300, 2761787.3948894
0.0240400, 2821113.7992157
0.0240500, 2807058.9169022
0.0240600, 2728772.3908353
0.0240700, 2516613.3764925
0.0240800, 2198979.5903075
0.0240900, 1908596.2764194
0.0241000, 1572687.2712017
0.0241100, 1365217.5910620
0.0241200, 1148421.3020164
0.0241300, 968467.8274600
0.0241400, 878061.0409271
0.0241500, 755644.6277199
0.0241600, 665305.1542653
0.0241700, 654235.7909882
0.0241800, 567835.9770163
0.0241900, 536689.6383591
0.0242000, 522979.4992483
0.0242100, 441247.8251335
0.0242200, 424862.8743359
0.0242300, 370703.5408423
0.0242400, 334422.8776759
0.0242500, 313403.6382128
0.0242600, 198293.7125428
0.0242700, 266252.1000124
0.0242800, 218646.1512673
0.0242900, 225223.9319278
0.0243000, 208676.8958558
0.0243100, 236568.3470670
0.0243200, 193128.6388343
0.0243300, 206717.0763967
0.0243400, 178846.6856528
0.0243500, 179644.1792656
0.0243600, 183872.3705618
0.0243700, 150362.0982063
0.0243800, 157984.8085893
0.0243900, 178688.5706949
0.0244000, 137500.8905898
0.0244100, 139149.4435670
0.0244200, 142153.9695717
0.0244300, 122795.5704250
0.0244400, 121625.9227673
0.0244500, 116816.3946756
0.0244600, 104607.6079929
0.0244700, 112438.6547856
0.0244800, 107022.7540759
0.0244900, 87280.7653323
0.0245000, 78254.3925732
0.0245100, 75198.3173349
0.0245200, 86037.3291833
0.0245300, 80397.5029525
0.0245400, 98012.9225970
0.0245500, 92711.1593822
0.0245600, 47740.2431184
0.0245700, 71355.9880388
0.0245800, 58811.8764622
0.0245900, 84793.6372259
0.0246000, 43497.4725932
0.0246100, 60122.4143976
0.0246200, 69362.2542958
0.0246300, 47573.2741043
0.0246400, 58349.1351521
0.0246500, 46691.7553750
0.0246600, 67027.8610132
0.0246700, 61271.9450483
0.0246800, 56753.3860223
0.0246900, 63219.0534649
0.0247000, 40709.9911570
0.0247100, 90010.0197200
0.0247200, 52662.2751123
0.0247300, 63825.2555107
0.0247400, 52632.8029370
0.0247500, 57683.0171281
0.0247600, 79948.6681565
0.0247700, 59703.7688341
0.0247800, 51770.3845166
0.0247900, 56294.8285458
0.0248000, 111260.8186425
0.0248100, 31311.4219575
0.0248200, 73749.5005339
0.0248300, 77059.4274700
0.0248400, 40490.1240304
0.0248500, 64202.0581056
0.0248600, 30521.0212313
0.0248700, 72128.4534494
0.0248800, 66865.6885405
0.0248900, 54568.0656245
0.0249000, 57780.3646406
0.0249100, 29854.1362293
0.0249200, 27518.4876401
0.0249300, 43485.5381133
0.0249400, 27188.0261328
0.0249500, 74487.6241533
0.0249600, 169485.3508861
0.0249700, 118173.9683856
0.0249800, 180876.9328798
0.0249900, 164118.7352041
0.0250000, 139659.3288148
0.0250100, 114836.8215905
0.0250200, 25327.5459925
0.0250300, 3744780.5965554
0.0250400, 6508848.3615562
0.0250500, 151960.6997746
0.0250600, 215587.5441022
0.0250700, 299128.6740150
0.0250800, 237117.6800325
0.0250900, 291334.0157774
0.0251000, 283305.6391991
0.0251100, 289060.2268127
0.0251200, 233893.2496781
0.0251300, 191045.9797431
0.0251400, 159802.6591675
0.0251500, 154403.6022799
0.0251600, 130349.9745301
0.0251700, 120744.7558489
0.0251800, 115246.2075081
0.0251900, 126642.8318145
0.0252000, 102621.5113755
0.0252100, 105576.8496310
0.0252200, 103406.6882025
0.0252300, 112801.6204494
0.0252400, 81717.7730546
0.0252500, 104451.6173020
0.0252600, 94046.9541559
0.0252700, 103187.2285944
0.0252800, 103344.2794256
0.0252900, 113603.9911843
0.0253000, 94183.1272044
0.0253100, 100057.0954456
0.0253200, 96774.0199899
0.0253300, 80153.4722205
0.0253400, 86808.6940865
0.0253500, 96819.8130550
0.0253600, 68892.8620758
0.0253700, 75870.9727432
0.0253800, 85601.0277742
0.0253900, 92913.3248625
0.0254000, 73311.9761090
0.0254100, 80469.0845045
0.0254200, 82219.8051627
0.0254300, 70055.6790275
0.0254400, 77024.9048620
0.0254500, 81725.3445450
0.0254600, 85867.9448572
0.0254700, 70047.6365055
0.0254800, 83011.1631288
0.0254900, 73146.2405938
0.0255000, 82089.0552084
0.0255100, 90002.4104399
0.0255200, 110843.7911477
0.0255300, 97447.9570899
0.0255400, 99563.9851051
0.0255500, 90451.1816285
0.0255600, 92616.2123281
0.0255700, 103938.4518309
0.0255800, 125113.8181537
0.0255900, 102167.0874255
0.0256000, 108424.3465878
0.0256100, 115053.1569536
0.0256200, 132694.6534718
0.0256300, 129859.1393049
0.0256400, 139274.2368495
0.0256500, 135273.3621745
0.0256600, 154259.9560806
0.0256700, 127158.4106223
0.0256800, 128357.1748715
0.0256900, 164337.2889426
0.0257000, 172495.8956613
0.0257100, 173814.0304262
0.0257200, 135094.0277288
0.0257300, 182344.4382508
0.0257400, 198169.9054852
0.0257500, 174362.0943583
0.0257600, 179528.0090070
0.0257700, 192349.3421070
0.0257800, 183457.2636720
0.0257900, 191578.8118686
0.0258000, 192240.1859784
0.0258100, 232150.4796398
0.0258200, 213993.0314987
0.0258300, 296422.5362822
0.0258400, 316037.7562064
0.0258500, 362639.3599335
0.0258600, 361147.3523370
0.0258700, 380996.5442534
0.0258800, 395260.8345738
0.0258900, 490030.9934871
0.0259000, 522830.5985432
0.0259100, 590818.8839441
0.0259200, 644658.7779415
0.0259300, 769238.1137229
0.0259400, 878758.0311013
0.0259500, 1031108.3123368
0.0259600, 1235880.2940908
0.0259700, 1443252.0510018
0.0259800, 1702173.0695044
0.0259900, 2033296.0354894
0.0260000, 2306581.4409524
0.0260100, 2563412.4511619
0.0260200, 2714651.4819094
0.0260300, 2758427.3317965
0.0260400, 2758255.5497923
0.0260500, 2640847.8944311
0.0260600, 2498458.5004875
0.0260700, 2212524.8619765
0.0260800, 1887560.1115943
0.0260900, 1542575.0292683
0.0261000, 1288059.9762628
0.0261100, 1064429.6362804
0.0261200, 905683.3575340
0.0261300, 824398.9655949
0.0261400, 761954.3483996
0.0261500, 690956.7181119
0.0261600, 645352.1182587
0.0261700, 566479.9153933
0.0261800, 520639.2147783
0.0261900, 447816.5408401
0.0262000, 401638.1352910
0.0262100, 362819.5652552
0.0262200, 316655.2344822
0.0262300, 286876.6864090
0.0262400, 284149.4214757
0.0262500, 287508.0346860
0.0262600, 299046.0121954
0.0262700, 269790.6255599
0.0262800, 277470.7189110
0.0262900, 267452.6359657
0.0263000, 247911.6077073
0.0263100, 238045.3252660
0.0263200, 214499.2500919
0.0263300, 205050.8097546
0.0263400, 209408.9915166
0.0263500, 204685.0980922
0.0263600, 198583.9024392
0.0263700, 171352.2206451
0.0263800, 170405.5255119
0.0263900, 174341.9956866
0.0264000, 160984.6077735
0.0264100, 132362.7585426
0.0264200, 154171.4754583
0.0264300, 131980.9071987
0.0264400, 136495.1072566
0.0264500, 89469.5280249
0.0264600, 104028.4774713
0.0264700, 110976.1397644
0.0264800, 135204.9147332
0.0264900, 74331.3366623
0.0265000, 93700.1470436
0.0265100, 83433.5739855
0.0265200, 74329.3908827
0.0265300, 79056.8259229
0.0265400, 81019.4901243
0.0265500, 70644.4173307
0.0265600, 82409.0300210
0.0265700, 50559.1296009
0.0265800, 85771.9649886
0.0265900, 45639.6722271
0.0266000, 61074.5978292
0.0266100, 36213.0930604
0.0266200, 73772.0982079
0.0266300, 61699.9542950
0.0266400, 32747.2995681
0.0266500, 52410.2818634
0.0266600, 16796.7630513
0.0266700, 29741.9246351
0.0266800, 46311.6905327
0.0266900, 47317.2858478
0.0267000, 40295.9911157
0.0267100, 33679.8135535
0.0267200, 25823.8147453
0.0267300, 29162.7208607
0.0267400, 15030.7888349
0.0267500, 46692.3635405
0.0267600, 25568.6674076
0.0267700, 21978.0446810
0.0267800, 29580.8333216
0.0267900, 13890.1404241
0.0268000, 22500.1494439
0.0268100, 27085.5579599
0.0268200, 14545.3783725
0.0268300, 35061.2743779
0.0268400, 25153.6160422
0.0268500, 47880.2787481
0.0268600, 20105.8094092
0.0268700, 47248.7518671
0.0268800, 67731.9814342
0.0268900, 68656.4158764
0.0269000, 78149.5476251
0.0269100, 93243.7188501
0.0269200, 100362.6676509
0.0269300, 112921.9895326
0.0269400, 121963.1266326
0.0269500, 148340.8940953
0.0269600, 146227.3741438
0.0269700, 190974.9804817
0.0269800, 206077.3458777
0.0269900, 167252.1442254
0.0270000, 151388.9571039
0.0270100, 76990.9148991
0.0270200, 10565.8506993
0.0270300, 173824.2545475
0.0270400, 13789952.8557386
0.0270500, 540353.0379391
0.0270600, 298873.8974919
0.0270700, 260019.4707729
0.0270800, 353372.4309846
0.0270900, 119037.0886153
0.0271000, 25463.5817198
0.0271100, 61629.7322483
0.0271200, 34149.2415143
0.0271300, 49384.8811885
0.0271400, 71711.8134341
0.0271500, 21953.6716291
0.0271600, 66047.7094985
0.0271700, 67127.4208130
0.0271800, 34591.5926202
0.0271900, 44295.8420735
0.0272000, 56494.7725192
0.0272100, 67704.7069634
0.0272200, 52393.8157897
0.0272300, 37858.1864331
0.0272400, 61371.8760345
0.0272500, 73316.8809552
0.0272600, 49694.0868213
0.0272700, 51267.1104315
0.0272800, 38806.1695739
0.0272900, 43639.6026563
