SpinCore Single Pulse NMR & NQR Experiment
ADC Frequency (MHz): 75.00
Blanking Bit: 2.0
Blanking Delay (ms): 3.000
Amplitude: 1.00
Spectrometer Frequency (MHz): 29.9015
Spectral Width (kHz): 3000.00
Number of Scans: 
Pulse-Width (us): 1.5
Pulse Phase (Degrees): 0.00
Transient Delay (us): 20.0
Repetition Delay (s): 0.1
Number of Acquisition Points: 16384.0
BYPASS FIR: YES
Shape: Hard
CYCLOPS: Yes
 
Frequency (kHz), Power Spectral Density Data
-1344.1772, 55686.2228
-1343.9941, 34892.4837
-1343.8110, 54202.6404
-1343.6279, 67853.6789
-1343.4448, 27300.9861
-1343.2617, 33055.5392
-1343.0786, 16355.3483
-1342.8955, 30792.7437
-1342.7124, 41104.9365
-1342.5293, 39588.6973
-1342.3462, 31528.3452
-1342.1631, 40381.9676
-1341.9800, 36060.1218
-1341.7969, 28892.6516
-1341.6138, 57489.6286
-1341.4307, 14176.8002
-1341.2476, 57137.8418
-1341.0645, 2353.4362
-1340.8813, 21941.1664
-1340.6982, 39058.8287
-1340.5151, 11945.2008
-1340.3320, 50874.0981
-1340.1489, 66868.8837
-1339.9658, 47731.8758
-1339.7827, 15274.2887
-1339.5996, 58386.4455
-1339.4165, 66128.4833
-1339.2334, 10101.6156
-1339.0503, 23328.4533
-1338.8672, 47580.1783
-1338.6841, 61168.5799
-1338.5010, 12879.6921
-1338.3179, 38052.5682
-1338.1348, 79636.0595
-1337.9517, 38074.8145
-1337.7686, 71292.4685
-1337.5854, 56433.8043
-1337.4023, 58787.6552
-1337.2192, 43169.4433
-1337.0361, 17628.1983
-1336.8530, 71517.8371
-1336.6699, 51848.8960
-1336.4868, 6093.0983
-1336.3037, 69665.3521
-1336.1206, 107812.1961
-1335.9375, 26495.1531
-1335.7544, 30784.6990
-1335.5713, 36981.2182
-1335.3882, 36086.3662
-1335.2051, 82256.9354
-1335.0220, 69908.2192
-1334.8389, 95682.5229
-1334.6558, 19299.0277
-1334.4727, 58927.8005
-1334.2896, 54485.0115
-1334.1064, 40960.4762
-1333.9233, 74408.2136
-1333.7402, 43856.6567
-1333.5571, 32182.5012
-1333.3740, 8839.5730
-1333.1909, 49604.4430
-1333.0078, 24479.1283
-1332.8247, 80052.1961
-1332.6416, 68474.0082
-1332.4585, 32917.5193
-1332.2754, 55483.2625
-1332.0923, 57364.7492
-1331.9092, 71148.6000
-1331.7261, 22037.0319
-1331.5430, 107534.3388
-1331.3599, 34475.4162
-1331.1768, 53677.2824
-1330.9937, 68250.4979
-1330.8105, 53340.1389
-1330.6274, 30258.3336
-1330.4443, 24770.6330
-1330.2612, 15350.8305
-1330.0781, 22959.5502
-1329.8950, 35236.5174
-1329.7119, 51286.1005
-1329.5288, 64828.9011
-1329.3457, 55285.4601
-1329.1626, 60150.9451
-1328.9795, 45899.3970
-1328.7964, 30501.2510
-1328.6133, 47609.7670
-1328.4302, 108276.1764
-1328.2471, 72391.8326
-1328.0640, 24739.4089
-1327.8809, 47564.3805
-1327.6978, 16312.7071
-1327.5146, 65394.7257
-1327.3315, 62361.5925
-1327.1484, 50100.8532
-1326.9653, 32161.6336
-1326.7822, 13960.3806
-1326.5991, 57915.9032
-1326.4160, 81415.8195
-1326.2329, 90738.0121
-1326.0498, 62484.7649
-1325.8667, 98882.2506
-1325.6836, 14130.4121
-1325.5005, 58719.4941
-1325.3174, 40514.1310
-1325.1343, 39464.4049
-1324.9512, 68281.1904
-1324.7681, 31269.3688
-1324.5850, 93203.2152
-1324.4019, 71924.1487
-1324.2188, 45079.7028
-1324.0356, 23677.4480
-1323.8525, 8750.0672
-1323.6694, 9232.7688
-1323.4863, 96529.2957
-1323.3032, 85661.8878
-1323.1201, 43961.4071
-1322.9370, 38574.0017
-1322.7539, 31906.8875
-1322.5708, 49884.7024
-1322.3877, 98185.1907
-1322.2046, 24247.7348
-1322.0215, 26852.0149
-1321.8384, 11422.1649
-1321.6553, 39109.1409
-1321.4722, 22368.9921
-1321.2891, 27231.2124
-1321.1060, 29122.2703
-1320.9229, 10337.7482
-1320.7397, 54422.2554
-1320.5566, 41300.8928
-1320.3735, 79885.9512
-1320.1904, 31539.9878
-1320.0073, 25635.9698
-1319.8242, 61295.1477
-1319.6411, 23557.3978
-1319.4580, 51281.0323
-1319.2749, 81933.1554
-1319.0918, 43835.8758
-1318.9087, 49076.8939
-1318.7256, 59712.6983
-1318.5425, 34774.6127
-1318.3594, 52807.4575
-1318.1763, 54468.8891
-1317.9932, 81557.5685
-1317.8101, 67813.2063
-1317.6270, 79828.1162
-1317.4438, 81412.9876
-1317.2607, 91366.0367
-1317.0776, 44310.8469
-1316.8945, 37143.1796
-1316.7114, 56765.8652
-1316.5283, 47307.8095
-1316.3452, 22880.8520
-1316.1621, 56589.8798
-1315.9790, 19507.7527
-1315.7959, 17272.0736
-1315.6128, 9360.3467
-1315.4297, 16492.1715
-1315.2466, 43095.4618
-1315.0635, 81607.3254
-1314.8804, 54428.1831
-1314.6973, 74177.0038
-1314.5142, 70575.1263
-1314.3311, 52038.8239
-1314.1479, 109299.2938
-1313.9648, 110311.1468
-1313.7817, 35160.5735
-1313.5986, 37061.9433
-1313.4155, 23326.9530
-1313.2324, 10348.9186
-1313.0493, 39456.5231
-1312.8662, 66168.5866
-1312.6831, 37993.3362
-1312.5000, 43609.3467
-1312.3169, 22066.9969
-1312.1338, 35483.2205
-1311.9507, 49643.4852
-1311.7676, 41592.5127
-1311.5845, 45225.0346
-1311.4014, 29649.9234
-1311.2183, 31827.5566
-1311.0352, 50478.0383
-1310.8521, 31533.9651
-1310.6689, 138975.5508
-1310.4858, 40550.9362
-1310.3027, 27139.1051
-1310.1196, 33501.5240
-1309.9365, 11470.8328
-1309.7534, 43218.5076
-1309.5703, 51630.9751
-1309.3872, 35432.1868
-1309.2041, 102794.0542
-1309.0210, 61659.0405
-1308.8379, 22294.2399
-1308.6548, 22325.3096
-1308.4717, 39712.7177
-1308.2886, 45409.6295
-1308.1055, 28976.2052
-1307.9224, 35198.7548
-1307.7393, 29741.2869
-1307.5562, 71632.3127
-1307.3730, 55260.1630
-1307.1899, 106471.9172
-1307.0068, 29388.1122
-1306.8237, 78920.2571
-1306.6406, 23105.3733
-1306.4575, 66768.7629
-1306.2744, 53715.7625
-1306.0913, 42468.9927
-1305.9082, 19874.3012
-1305.7251, 59941.8422
-1305.5420, 23675.6913
-1305.3589, 18870.8433
-1305.1758, 99424.4897
-1304.9927, 40987.6531
-1304.8096, 31310.8581
-1304.6265, 78435.7061
-1304.4434, 19126.9495
-1304.2603, 21825.2643
-1304.0771, 29927.8743
-1303.8940, 15894.3134
-1303.7109, 74311.6436
-1303.5278, 9385.1933
-1303.3447, 32336.4703
-1303.1616, 58082.0995
-1302.9785, 70769.6861
-1302.7954, 48411.0138
-1302.6123, 20136.5733
-1302.4292, 12763.7836
-1302.2461, 22255.0233
-1302.0630, 36163.3675
-1301.8799, 22741.3837
-1301.6968, 11845.1335
-1301.5137, 33776.8515
-1301.3306, 73882.2393
-1301.1475, 38064.9217
-1300.9644, 44054.0377
-1300.7812, 75374.1245
-1300.5981, 23923.5154
-1300.4150, 100497.4289
-1300.2319, 61190.9926
-1300.0488, 71572.6709
-1299.8657, 22779.9963
-1299.6826, 36311.0906
-1299.4995, 62319.4056
-1299.3164, 28829.9072
-1299.1333, 44345.1881
-1298.9502, 28715.0104
-1298.7671, 23566.6156
-1298.5840, 80661.9991
-1298.4009, 37579.4958
-1298.2178, 47334.1927
-1298.0347, 40734.1928
-1297.8516, 32427.7018
-1297.6685, 31784.8775
-1297.4854, 92423.4635
-1297.3022, 16887.4797
-1297.1191, 32850.1469
-1296.9360, 15567.2993
-1296.7529, 32138.3897
-1296.5698, 40990.0220
-1296.3867, 41136.0390
-1296.2036, 52985.7970
-1296.0205, 99112.6076
-1295.8374, 48364.7602
-1295.6543, 63478.2746
-1295.4712, 33976.0959
-1295.2881, 77533.5904
-1295.1050, 51052.9076
-1294.9219, 70688.6155
-1294.7388, 23431.7141
-1294.5557, 53891.8576
-1294.3726, 16287.5366
-1294.1895, 76480.4865
-1294.0063, 64134.8897
-1293.8232, 36248.6763
-1293.6401, 60193.4826
-1293.4570, 43598.2107
-1293.2739, 14446.8325
-1293.0908, 36324.0360
-1292.9077, 37734.1670
-1292.7246, 33531.6119
-1292.5415, 42301.7331
-1292.3584, 47210.4970
-1292.1753, 48177.5873
-1291.9922, 66683.9296
-1291.8091, 73688.6113
-1291.6260, 47667.8387
-1291.4429, 47419.8753
-1291.2598, 48973.0354
-1291.0767, 38341.2408
-1290.8936, 118026.9187
-1290.7104, 25165.4339
-1290.5273, 53538.4572
-1290.3442, 19946.4735
-1290.1611, 27098.9347
-1289.9780, 36121.1164
-1289.7949, 41809.3846
-1289.6118, 38683.2200
-1289.4287, 3656.8328
-1289.2456, 96956.1749
-1289.0625, 46889.5840
-1288.8794, 36912.5678
-1288.6963, 51322.9923
-1288.5132, 41459.5626
-1288.3301, 42755.5282
-1288.1470, 84069.9395
-1287.9639, 12588.6626
-1287.7808, 81614.8522
-1287.5977, 83607.2586
-1287.4146, 4341.9331
-1287.2314, 72254.3106
-1287.0483, 36400.7952
-1286.8652, 48167.5627
-1286.6821, 71911.4518
-1286.4990, 55999.9528
-1286.3159, 60682.1098
-1286.1328, 49580.4933
-1285.9497, 39731.9725
-1285.7666, 92221.4428
-1285.5835, 67708.8866
-1285.4004, 35204.2709
-1285.2173, 29478.3532
-1285.0342, 66153.9450
-1284.8511, 58976.4611
-1284.6680, 65015.6231
-1284.4849, 35337.8310
-1284.3018, 48914.3052
-1284.1187, 61386.7291
-1283.9355, 59322.6804
-1283.7524, 50140.7229
-1283.5693, 14240.6395
-1283.3862, 60641.5020
-1283.2031, 66168.7983
-1283.0200, 24511.9069
-1282.8369, 90065.9412
-1282.6538, 57717.7719
-1282.4707, 72254.0906
-1282.2876, 19957.9937
-1282.1045, 36312.2474
-1281.9214, 70752.5174
-1281.7383, 96385.9943
-1281.5552, 85810.3125
-1281.3721, 50620.5345
-1281.1890, 13813.3487
-1281.0059, 64434.9334
-1280.8228, 57155.6361
-1280.6396, 53710.8566
-1280.4565, 45826.2707
-1280.2734, 50506.3209
-1280.0903, 64776.4113
-1279.9072, 5722.2185
-1279.7241, 26711.9770
-1279.5410, 69053.8785
-1279.3579, 22467.5903
-1279.1748, 38582.7595
-1278.9917, 36810.6912
-1278.8086, 72088.7311
-1278.6255, 28092.0211
-1278.4424, 31537.2239
-1278.2593, 14848.7322
-1278.0762, 102673.9473
-1277.8931, 7852.7525
-1277.7100, 42237.8260
-1277.5269, 44786.3918
-1277.3438, 14101.9258
-1277.1606, 20599.8109
-1276.9775, 33783.7541
-1276.7944, 10150.0878
-1276.6113, 87263.9390
-1276.4282, 24742.2595
-1276.2451, 27688.0233
-1276.0620, 63403.1589
-1275.8789, 18882.6054
-1275.6958, 21720.6286
-1275.5127, 81097.7350
-1275.3296, 44812.0993
-1275.1465, 13947.6861
-1274.9634, 50027.5811
-1274.7803, 21948.0444
-1274.5972, 56624.7741
-1274.4141, 35103.6460
-1274.2310, 56958.3646
-1274.0479, 60762.6260
-1273.8647, 717.8215
-1273.6816, 65814.4823
-1273.4985, 11090.1977
-1273.3154, 43778.4207
-1273.1323, 83405.9902
-1272.9492, 76865.0449
-1272.7661, 32135.6786
-1272.5830, 51773.4116
-1272.3999, 10361.8961
-1272.2168, 92685.3541
-1272.0337, 39696.0740
-1271.8506, 21089.9474
-1271.6675, 44256.6511
-1271.4844, 27837.0652
-1271.3013, 21252.3213
-1271.1182, 46705.6875
-1270.9351, 16020.2709
-1270.7520, 36450.9576
-1270.5688, 21355.9885
-1270.3857, 20523.2717
-1270.2026, 20811.6717
-1270.0195, 36843.6851
-1269.8364, 32458.9548
-1269.6533, 94750.0427
-1269.4702, 62446.0758
-1269.2871, 39484.0179
-1269.1040, 104180.0181
-1268.9209, 4916.8779
-1268.7378, 31623.8715
-1268.5547, 60961.3472
-1268.3716, 45835.8825
-1268.1885, 45503.8690
-1268.0054, 53032.4125
-1267.8223, 42765.6943
-1267.6392, 75219.0082
-1267.4561, 27298.4257
-1267.2729, 21460.1521
-1267.0898, 9242.4801
-1266.9067, 60648.4729
-1266.7236, 13769.2605
-1266.5405, 34012.4340
-1266.3574, 50361.3537
-1266.1743, 66484.7301
-1265.9912, 61413.6435
-1265.8081, 40397.7086
-1265.6250, 21701.6809
-1265.4419, 75284.2136
-1265.2588, 33276.5042
-1265.0757, 70345.7906
-1264.8926, 20520.5250
-1264.7095, 34828.3619
-1264.5264, 80311.9001
-1264.3433, 67955.1625
-1264.1602, 26040.3949
-1263.9771, 41897.1615
-1263.7939, 74223.1070
-1263.6108, 46413.8684
-1263.4277, 32823.0838
-1263.2446, 32094.2095
-1263.0615, 70503.8780
-1262.8784, 53678.5839
-1262.6953, 26600.1363
-1262.5122, 31841.9566
-1262.3291, 82258.8431
-1262.1460, 58431.6194
-1261.9629, 41566.3328
-1261.7798, 74794.0511
-1261.5967, 32184.7898
-1261.4136, 71356.0754
-1261.2305, 43736.4211
-1261.0474, 71130.0615
-1260.8643, 22016.0069
-1260.6812, 55262.3659
-1260.4980, 70455.9770
-1260.3149, 59754.4593
-1260.1318, 37216.2991
-1259.9487, 26044.6296
-1259.7656, 61405.2283
-1259.5825, 43396.1377
-1259.3994, 23764.0705
-1259.2163, 61600.2183
-1259.0332, 67343.9684
-1258.8501, 54994.5120
-1258.6670, 61495.2202
-1258.4839, 55422.6836
-1258.3008, 91934.2767
-1258.1177, 39447.0729
-1257.9346, 80572.3841
-1257.7515, 52903.5335
-1257.5684, 50869.2389
-1257.3853, 52057.3190
-1257.2021, 62940.0420
-1257.0190, 60456.5904
-1256.8359, 63082.4190
-1256.6528, 65830.5025
-1256.4697, 42584.8202
-1256.2866, 40747.6207
-1256.1035, 20384.5997
-1255.9204, 59141.7078
-1255.7373, 37922.4722
-1255.5542, 46179.3970
-1255.3711, 31726.1964
-1255.1880, 40581.6858
-1255.0049, 49627.9927
-1254.8218, 29224.9656
-1254.6387, 31680.3236
-1254.4556, 95643.3738
-1254.2725, 62541.0052
-1254.0894, 106519.6625
-1253.9062, 25783.7913
-1253.7231, 80083.9668
-1253.5400, 49387.0149
-1253.3569, 40263.0682
-1253.1738, 22545.2736
-1252.9907, 25585.5742
-1252.8076, 67824.2951
-1252.6245, 29582.8526
-1252.4414, 42888.2241
-1252.2583, 37478.8820
-1252.0752, 43683.4183
-1251.8921, 33380.3139
-1251.7090, 92561.9930
-1251.5259, 18855.3087
-1251.3428, 37011.5593
-1251.1597, 22574.0654
-1250.9766, 101029.5608
-1250.7935, 16221.9854
-1250.6104, 38391.8563
-1250.4272, 11466.8503
-1250.2441, 53982.5292
-1250.0610, 42097.8193
-1249.8779, 10491.9417
-1249.6948, 74193.4033
-1249.5117, 37936.1326
-1249.3286, 53766.0338
-1249.1455, 62066.9273
-1248.9624, 25462.3249
-1248.7793, 29122.1566
-1248.5962, 47616.2800
-1248.4131, 60828.0284
-1248.2300, 10818.3921
-1248.0469, 26814.4665
-1247.8638, 21214.8860
-1247.6807, 43352.3226
-1247.4976, 90855.2783
-1247.3145, 50394.6082
-1247.1313, 18322.8762
-1246.9482, 53160.5259
-1246.7651, 57228.2006
-1246.5820, 87674.2396
-1246.3989, 19294.3912
-1246.2158, 48241.7673
-1246.0327, 20479.6868
-1245.8496, 35680.6968
-1245.6665, 16329.6082
-1245.4834, 50472.8099
-1245.3003, 80150.4712
-1245.1172, 90615.3333
-1244.9341, 53122.3491
-1244.7510, 40539.5917
-1244.5679, 24810.8049
-1244.3848, 75675.0794
-1244.2017, 91018.8518
-1244.0186, 21161.9311
-1243.8354, 36496.7599
-1243.6523, 65293.7657
-1243.4692, 47534.9557
-1243.2861, 38768.6784
-1243.1030, 72501.9542
-1242.9199, 90218.1703
-1242.7368, 51500.4535
-1242.5537, 79050.0484
-1242.3706, 55469.8897
-1242.1875, 36071.9505
-1242.0044, 31004.8205
-1241.8213, 81360.0766
-1241.6382, 51051.2843
-1241.4551, 61467.4974
-1241.2720, 44499.3308
-1241.0889, 26234.5636
-1240.9058, 15015.0604
-1240.7227, 54425.6069
-1240.5396, 81941.3188
-1240.3564, 28680.5612
-1240.1733, 34190.4069
-1239.9902, 34072.4011
-1239.8071, 22259.9963
-1239.6240, 21017.1832
-1239.4409, 46987.4220
-1239.2578, 72349.5357
-1239.0747, 28078.2762
-1238.8916, 42725.5368
-1238.7085, 38661.1042
-1238.5254, 39829.6539
-1238.3423, 58120.9167
-1238.1592, 22563.8812
-1237.9761, 66909.3395
-1237.7930, 53597.2167
-1237.6099, 34847.6679
-1237.4268, 39260.7078
-1237.2437, 24202.2772
-1237.0605, 71557.5749
-1236.8774, 41113.6862
-1236.6943, 62948.8088
-1236.5112, 39027.5339
-1236.3281, 99141.8149
-1236.1450, 20253.2104
-1235.9619, 45467.0549
-1235.7788, 51330.7577
-1235.5957, 60137.7923
-1235.4126, 35858.9098
-1235.2295, 32150.0291
-1235.0464, 68103.9488
-1234.8633, 46160.4519
-1234.6802, 39006.3701
-1234.4971, 33501.2279
-1234.3140, 79070.9344
-1234.1309, 15256.9445
-1233.9478, 25538.0234
-1233.7646, 76572.0611
-1233.5815, 76088.0828
-1233.3984, 77653.5246
-1233.2153, 29739.0228
-1233.0322, 55554.9778
-1232.8491, 32712.7691
-1232.6660, 28783.4675
-1232.4829, 38654.3460
-1232.2998, 57914.4597
-1232.1167, 29517.5333
-1231.9336, 24785.3856
-1231.7505, 41166.9488
-1231.5674, 47573.4174
-1231.3843, 39508.0563
-1231.2012, 54616.8930
-1231.0181, 30003.3214
-1230.8350, 31487.1935
-1230.6519, 40390.9421
-1230.4688, 55334.3281
-1230.2856, 17945.2827
-1230.1025, 13687.6231
-1229.9194, 56903.3562
-1229.7363, 26146.3028
-1229.5532, 8099.6320
-1229.3701, 72621.1049
-1229.1870, 55948.2253
-1229.0039, 81434.7784
-1228.8208, 7514.2457
-1228.6377, 38394.7732
-1228.4546, 23792.1168
-1228.2715, 63516.0660
-1228.0884, 40862.4873
-1227.9053, 51215.0607
-1227.7222, 70070.1471
-1227.5391, 60343.0910
-1227.3560, 91080.9583
-1227.1729, 10228.8666
-1226.9897, 53525.7513
-1226.8066, 20330.8252
-1226.6235, 64484.6564
-1226.4404, 19186.8303
-1226.2573, 46676.6709
-1226.0742, 24797.6943
-1225.8911, 60097.6974
-1225.7080, 32554.1869
-1225.5249, 38822.8543
-1225.3418, 113577.6534
-1225.1587, 45005.9005
-1224.9756, 89897.9314
-1224.7925, 81184.6903
-1224.6094, 11140.5957
-1224.4263, 41665.9847
-1224.2432, 26235.9460
-1224.0601, 15743.5448
-1223.8770, 51370.4616
-1223.6938, 41119.0805
-1223.5107, 9006.2854
-1223.3276, 39232.7177
-1223.1445, 64110.6318
-1222.9614, 57096.7400
-1222.7783, 72336.4071
-1222.5952, 77579.8753
-1222.4121, 25193.6426
-1222.2290, 28708.6069
-1222.0459, 54173.0810
-1221.8628, 37063.6643
-1221.6797, 41192.5584
-1221.4966, 43358.4711
-1221.3135, 23233.2628
-1221.1304, 26239.9230
-1220.9473, 69906.5739
-1220.7642, 56289.4922
-1220.5811, 87413.7752
-1220.3979, 8539.6213
-1220.2148, 43731.6270
-1220.0317, 74754.7336
-1219.8486, 59746.3589
-1219.6655, 26884.1626
-1219.4824, 2537.0887
-1219.2993, 58926.8502
-1219.1162, 40886.2456
-1218.9331, 42778.9412
-1218.7500, 47861.0208
-1218.5669, 40732.2562
-1218.3838, 84368.9956
-1218.2007, 46957.7664
-1218.0176, 107723.3115
-1217.8345, 44806.2030
-1217.6514, 55271.1159
-1217.4683, 1272.8962
-1217.2852, 73040.9492
-1217.1021, 26441.2901
-1216.9189, 80048.9491
-1216.7358, 54996.4025
-1216.5527, 73459.0793
-1216.3696, 29993.7676
-1216.1865, 47178.5952
-1216.0034, 38154.9883
-1215.8203, 48899.5821
-1215.6372, 40198.8717
-1215.4541, 84396.8703
-1215.2710, 44560.0062
-1215.0879, 64902.7489
-1214.9048, 22594.3002
-1214.7217, 39717.2200
-1214.5386, 41281.1335
-1214.3555, 90413.7872
-1214.1724, 72300.8924
-1213.9893, 38826.0581
-1213.8062, 66900.3030
-1213.6230, 27933.8114
-1213.4399, 68962.7548
-1213.2568, 7967.8706
-1213.0737, 14255.6236
-1212.8906, 16330.2192
-1212.7075, 16106.5108
-1212.5244, 69418.6773
-1212.3413, 63889.3354
-1212.1582, 26457.9853
-1211.9751, 27255.0936
-1211.7920, 49374.4046
-1211.6089, 35592.0533
-1211.4258, 8953.1621
-1211.2427, 56219.8406
-1211.0596, 39430.1330
-1210.8765, 38609.7370
-1210.6934, 36776.2839
-1210.5103, 63775.8188
-1210.3271, 31866.4633
-1210.1440, 69252.3837
-1209.9609, 16978.7056
-1209.7778, 58883.3270
-1209.5947, 15052.6551
-1209.4116, 74098.4453
-1209.2285, 45118.8626
-1209.0454, 19620.2335
-1208.8623, 27051.0134
-1208.6792, 18509.9123
-1208.4961, 10549.5140
-1208.3130, 48131.4987
-1208.1299, 50087.7087
-1207.9468, 48198.3092
-1207.7637, 63512.5779
-1207.5806, 13955.3674
-1207.3975, 42908.6138
-1207.2144, 38383.9223
-1207.0312, 46701.6258
-1206.8481, 9155.0640
-1206.6650, 2035.8484
-1206.4819, 34848.0245
-1206.2988, 23562.9975
-1206.1157, 52058.3586
-1205.9326, 23972.2864
-1205.7495, 90531.1220
-1205.5664, 4953.1153
-1205.3833, 35999.4393
-1205.2002, 29130.4242
-1205.0171, 44357.6548
-1204.8340, 35686.4786
-1204.6509, 52644.9536
-1204.4678, 36575.8732
-1204.2847, 54579.5338
-1204.1016, 67550.5499
-1203.9185, 33650.5427
-1203.7354, 39318.8192
-1203.5522, 28725.4770
-1203.3691, 45839.1683
-1203.1860, 33334.3763
-1203.0029, 56079.8792
-1202.8198, 10600.4150
-1202.6367, 81445.9350
-1202.4536, 22648.6656
-1202.2705, 41075.7552
-1202.0874, 75975.3670
-1201.9043, 50758.7085
-1201.7212, 18692.0141
-1201.5381, 23328.2912
-1201.3550, 42111.3454
-1201.1719, 25415.4460
-1200.9888, 81936.0223
-1200.8057, 10820.7614
-1200.6226, 60724.9058
-1200.4395, 11934.9967
-1200.2563, 29635.4062
-1200.0732, 68917.3122
-1199.8901, 57092.3633
-1199.7070, 70132.2417
-1199.5239, 78344.9504
-1199.3408, 19414.0738
-1199.1577, 36365.9446
-1198.9746, 43905.6639
-1198.7915, 23312.8259
-1198.6084, 43102.8301
-1198.4253, 30963.5335
-1198.2422, 55984.8402
-1198.0591, 10423.4135
-1197.8760, 58819.1129
-1197.6929, 30535.8487
-1197.5098, 89039.2928
-1197.3267, 16651.8846
-1197.1436, 9203.3379
-1196.9604, 60094.6140
-1196.7773, 28600.8508
-1196.5942, 43786.1625
-1196.4111, 34826.5687
-1196.2280, 21302.8100
-1196.0449, 30933.3667
-1195.8618, 18140.5391
-1195.6787, 80252.5529
-1195.4956, 49740.6204
-1195.3125, 13680.8223
-1195.1294, 75855.4154
-1194.9463, 31161.8207
-1194.7632, 21353.2371
-1194.5801, 4920.4406
-1194.3970, 60240.5775
-1194.2139, 68236.9386
-1194.0308, 6827.5316
-1193.8477, 44010.6323
-1193.6646, 114136.2252
-1193.4814, 12107.2406
-1193.2983, 35937.2955
-1193.1152, 38815.4232
-1192.9321, 90776.8468
-1192.7490, 30636.5779
-1192.5659, 55714.2665
-1192.3828, 50202.7165
-1192.1997, 82387.6098
-1192.0166, 53555.7797
-1191.8335, 10604.8977
-1191.6504, 59882.5123
-1191.4673, 66498.9375
-1191.2842, 51335.5654
-1191.1011, 47517.7350
-1190.9180, 71565.9618
-1190.7349, 25522.5511
-1190.5518, 37017.2430
-1190.3687, 29375.0333
-1190.1855, 66699.9861
-1190.0024, 17479.0995
-1189.8193, 73737.7772
-1189.6362, 35206.3627
-1189.4531, 52568.2568
-1189.2700, 45830.8825
-1189.0869, 51206.3861
-1188.9038, 72528.4226
-1188.7207, 33165.7144
-1188.5376, 33173.5039
-1188.3545, 38055.1689
-1188.1714, 36937.6567
-1187.9883, 48759.8049
-1187.8052, 7347.5782
-1187.6221, 23983.8057
-1187.4390, 78187.1020
-1187.2559, 40803.1003
-1187.0728, 19170.6276
-1186.8896, 70990.1584
-1186.7065, 23900.2453
-1186.5234, 20916.8819
-1186.3403, 29293.9489
-1186.1572, 19018.4600
-1185.9741, 55080.3375
-1185.7910, 25321.7319
-1185.6079, 2305.8484
-1185.4248, 31412.2367
-1185.2417, 40266.2257
-1185.0586, 26645.1471
-1184.8755, 33703.7880
-1184.6924, 19805.4455
-1184.5093, 38878.2621
-1184.3262, 17880.3047
-1184.1431, 71627.0496
-1183.9600, 43195.0265
-1183.7769, 16329.2778
-1183.5938, 36431.4066
-1183.4106, 38644.1052
-1183.2275, 25264.8189
-1183.0444, 69905.2975
-1182.8613, 13863.3227
-1182.6782, 35014.1638
-1182.4951, 37130.6834
-1182.3120, 36748.7399
-1182.1289, 31862.1505
-1181.9458, 17440.6615
-1181.7627, 32622.0230
-1181.5796, 102697.8633
-1181.3965, 61587.1324
-1181.2134, 27585.7363
-1181.0303, 74518.0152
-1180.8472, 16286.8682
-1180.6641, 38780.1119
-1180.4810, 43786.0264
-1180.2979, 42821.1144
-1180.1147, 36803.9604
-1179.9316, 20663.1954
-1179.7485, 20012.2006
-1179.5654, 67391.9249
-1179.3823, 58314.2003
-1179.1992, 29340.7335
-1179.0161, 63733.4750
-1178.8330, 36428.1222
-1178.6499, 24862.6050
-1178.4668, 37175.2706
-1178.2837, 44530.5815
-1178.1006, 57245.7795
-1177.9175, 45433.3044
-1177.7344, 40052.7708
-1177.5513, 85733.1396
-1177.3682, 53259.7477
-1177.1851, 27236.6278
-1177.0020, 40872.7016
-1176.8188, 22172.3603
-1176.6357, 19032.0886
-1176.4526, 49238.4644
-1176.2695, 50688.7546
-1176.0864, 85044.2284
-1175.9033, 21533.5016
-1175.7202, 51057.3731
-1175.5371, 61737.5698
-1175.3540, 70508.9129
-1175.1709, 30416.9387
-1174.9878, 22926.7997
-1174.8047, 22977.8028
-1174.6216, 61049.0274
-1174.4385, 63711.3314
-1174.2554, 20557.5427
-1174.0723, 21183.1015
-1173.8892, 45740.1841
-1173.7061, 46430.5862
-1173.5229, 10293.7175
-1173.3398, 47435.3390
-1173.1567, 61176.9383
-1172.9736, 20561.4666
-1172.7905, 2085.7606
-1172.6074, 25247.3654
-1172.4243, 29092.3695
-1172.2412, 49066.7567
-1172.0581, 66455.0799
-1171.8750, 37690.7965
-1171.6919, 87475.0160
-1171.5088, 47964.8323
-1171.3257, 34957.7146
-1171.1426, 58039.9217
-1170.9595, 52554.5172
-1170.7764, 46627.6086
-1170.5933, 59094.7138
-1170.4102, 5039.5259
-1170.2271, 13883.8778
-1170.0439, 16865.5513
-1169.8608, 50949.9885
-1169.6777, 86765.6275
-1169.4946, 48140.0341
-1169.3115, 76456.4556
-1169.1284, 46922.7441
-1168.9453, 14471.8994
-1168.7622, 16074.9635
-1168.5791, 92216.3752
-1168.3960, 67171.4793
-1168.2129, 31573.4993
-1168.0298, 16535.0078
-1167.8467, 64561.6564
-1167.6636, 32657.9144
-1167.4805, 60447.1263
-1167.2974, 54082.3701
-1167.1143, 80516.0969
-1166.9312, 11829.8399
-1166.7480, 41689.5951
-1166.5649, 2124.8040
-1166.3818, 13794.5181
-1166.1987, 86554.8030
-1166.0156, 47538.2232
-1165.8325, 14074.4053
-1165.6494, 34739.5929
-1165.4663, 45240.6113
-1165.2832, 49308.7742
-1165.1001, 28214.3725
-1164.9170, 18898.0440
-1164.7339, 33318.0927
